lang	text	created_at	coordinates.type	coordinates.coordinates.0	coordinates.coordinates.1	timestamp_ms	language_detections.0.confidence	source	place.country_code	place.url	place.country	place.place_type	place.bounding_box.type	place.bounding_box.coordinates.0.0.0	place.bounding_box.coordinates.0.0.1	place.bounding_box.coordinates.0.1.0	place.bounding_box.coordinates.0.1.1	place.bounding_box.coordinates.0.2.0	place.bounding_box.coordinates.0.2.1	place.bounding_box.coordinates.0.3.0	place.bounding_box.coordinates.0.3.1	place.full_name	place.name	id	user.lang	user.statuses_count	user.description	user.friends_count	user.url	user.time_zone	user.name	user.followers_count	user.screen_name	user.location	user.location_geocoding.type	user.location_geocoding.coordinates.0	user.location_geocoding.coordinates.1	user.favourites_count	user.geo_enabled	user.id	user.listed_count
it	@marfarri hahaha!! No anava per tu.	Wed Feb 17 12:00:21 +0000 2016				1455710421818	4.48	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/42d0cf7d49d27c95.json	United Kingdom	city	Polygon	-0.508684	51.455116	-0.508684	51.619006	-0.376038	51.619006	-0.376038	51.455116	Hillingdon, England	Hillingdon	699926355530674176	ca	30534	Si no vols pols, no vagis a l'era. There is a beast in man that should be exercised, not exorcised. Tweet first, think never. VIVA HATE.	234	http://soundcloud.com/pasuzu/barbados-by-viva-maestro	Madrid	Cabanetti	2532	PasuzuTweet	HELL	Point	10.9032872	63.445531	1662	true	174301812	38
und	@LukasHbr heu?	Wed Feb 17 13:52:24 +0000 2016				1455717144537	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/7f55e839e1715da2.json	United Kingdom	city	Polygon	-0.111476	51.419425	-0.111476	51.509947	-0.029731	51.509947	-0.029731	51.419425	Camberwell, England	Camberwell	699954552657866752	fr	45255		174		Greenland	garcimore	502	Paulinex21		Point	0	0	4209	true	339676946	2
und	@sandraamixer #VoteBlackMagicUK #KCA	Sun Feb 21 13:04:57 +0000 2016				1456059897932	0.01	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/8ef32ff56ef11c22.json	United Kingdom	admin	Polygon	-6.365194	49.882531	-6.365194	55.811649	1.768926	55.811649	1.768926	49.882531	Inglaterra, Reino Unido	Inglaterra	701392164593471489	pt	9114	espero tudo de um mundo que ignorou Little Me	235		Pacific Time (US & Canada)	Sandra	226	sandraamixer		Point	0	0	588	true	3293445136	4
en	Vegans annoy me 😒	Sun Feb 21 13:30:31 +0000 2016				1456061431237	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/5f73d127c7ccf9d9.json	United Kingdom	city	Polygon	-0.161749	51.294332	-0.161749	51.42353	-0.023517	51.42353	-0.023517	51.294332	Croydon, England	Croydon	701398595740815360	en	10391	Life is beautiful, but the World is hell	191	http://instagram.com/lauraesmee	Amsterdam	Laura Turner	241	LauraEsmeeOx	"London "	Point	-0.1276473	51.5073219	1341	true	419087559	3
und	@Rosmiester 😇😳😄	Sun Feb 21 14:33:57 +0000 2016				1456065237121	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/460c5314e8a33c64.json	United Kingdom	city	Polygon	-0.259465	51.417277	-0.259465	51.486036	-0.127974	51.486036	-0.127974	51.417277	Wandsworth, England	Wandsworth	701414558775296000	en	103914	20 || BCU Media Undergrad || Topshop Sales Assistant || Director and Founder of @The411TV	1653	http://Instagram.com/sophiebadman		Sophie.	4059	sophiebadman	Manchester|Birmingham	Point	-83.1930059	42.552157	6404	true	258857152	49
en	Next stop Barcelona! #MWC16	Sun Feb 21 15:22:56 +0000 2016				1456068176212	5.12	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	GB	https://api.twitter.com/1.1/geo/id/3bc1b6cfd27ef7f6.json	United Kingdom	admin	Polygon	-0.74578	51.448222	-0.74578	52.992679	1.768936	52.992679	1.768936	51.448222	East, England	East	701426886216384512	en	427	Mobile Sales @Twitter London. Love to travel, cook, play rugby and do crossfit.	402		London	Kevan Merlehan	442	Kmerlehan	"London "	Point	-0.1276473	51.5073219	334	true	816987380	24
en	omg cesc	Sun Feb 21 16:14:40 +0000 2016				1456071280555	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/460c5314e8a33c64.json	United Kingdom	city	Polygon	-0.259465	51.417277	-0.259465	51.486036	-0.127974	51.486036	-0.127974	51.417277	Wandsworth, England	Wandsworth	701439906774708224	en	106202	⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀	646		Midway Island	melo	2109	M3LONADE	London, England	Point	-0.1276473	51.5073219	18449	true	384246236	15
en	@VitchMTFK Barcelone 😂	Sun Feb 21 16:54:52 +0000 2016				1456073692097	3.58	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/457b4814b4240d87.json	United Kingdom	city	Polygon	-0.187894	51.483718	-0.187894	51.516466	-0.109978	51.516466	-0.109978	51.483718	London, England	London	701450021514907649	fr	1158	Re...Do...Si..La...Sol	99			Redo	21	Redouane2202	London, England ☔️	Point	-0.1277583	51.5073509	332	true	3233998576	1
und	@OliviaMartin_xo 😂😂😂😂	Sun Feb 21 17:07:40 +0000 2016				1456074460760	4.48	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/3eea147b0091630a.json	United Kingdom	city	Polygon	0.401082	51.476574	0.401082	51.493767	0.426463	51.493767	0.426463	51.476574	Linford, England	Linford	701453245521207297	en	31375	@ayyawosika❤️	800			harriet	1512	Harrietwozniak		Point	0	0	3038	true	383664259	0
und	@iqclatzandpalan OMG	Sun Feb 21 17:13:11 +0000 2016				1456074791723	4.09	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	GB	https://api.twitter.com/1.1/geo/id/3abd70ca60af5075.json	United Kingdom	city	Polygon	-0.799282	51.583785	-0.799282	51.651902	-0.676246	51.651902	-0.676246	51.583785	High Wycombe, England	High Wycombe	701454633680691200	en	19285		450		Amsterdam	Noor✨	1229	_sereenharoon	wycombe	Point	-0.8078596	51.638511	7667	true	622107760	1
es	Bande de merdes. #OhNoDanielle	Sun Feb 21 18:02:36 +0000 2016				1456077756942	4.23	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/7f55e839e1715da2.json	United Kingdom	city	Polygon	-0.111476	51.419425	-0.111476	51.509947	-0.029731	51.509947	-0.029731	51.419425	Camberwell, England	Camberwell	701467070710603776	fr	91174	️️️️️️️️️️️️️️️️️️️️️️️« C'était comme si on s'apprêtait à se battre. Puis il s'est juste penché en avant et il m'a embrassé »	750		Paris	london	2370	dearjaidon		Point	0	0	4025	true	189190037	15
und	@zoeyfolie #vegan	Sun Feb 21 18:27:27 +0000 2016				1456079247958	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/457b4814b4240d87.json	United Kingdom	city	Polygon	-0.187894	51.483718	-0.187894	51.516466	-0.109978	51.516466	-0.109978	51.483718	London, England	London	701473324484993025	en	8527	Liberty	164	http://twitter.com/laurenacoates	Casablanca	LaurenLove	851	LaurenACoates	City of London, England	Point	-0.1277583	51.5073509	307	true	259667519	4
und	Algú recorda quan aquesta dona estava en contra del MWC? Fa pocs mesos... https://t.co/FEVI5GMxPv	Sun Feb 21 19:26:16 +0000 2016				1456082776977	5.72	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/08be9e4ebe3d037d.json	United Kingdom	city	Polygon	-0.080028	51.48432	-0.080028	51.545341	0.009989	51.545341	0.009989	51.48432	Poplar, England	Poplar	701488126263431168	ca	14757	Oh, trista Espanya	382		Athens	N	427	_lben_		Point	0	0	1167	true	229411465	6
fr	@aurelieguivarch @RabbiJacoob hâte d'entendre tt ça 😂😂😂	Sun Feb 21 19:36:33 +0000 2016				1456083393334	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/5f73d127c7ccf9d9.json	United Kingdom	city	Polygon	-0.161749	51.294332	-0.161749	51.42353	-0.023517	51.42353	-0.023517	51.294332	Croydon, England	Croydon	701490711452057600	en	13220		111		Casablanca	Marylène	136	Marylenedott	London	Point	-0.1276473	51.5073219	15539	true	1013768216	16
und	@Bio_Ge És gairebé impossible que guanyi, gran majoria de superdelegats demòcrates votaran per la Hillary... @oriolmollet @BernieSanders	Sun Feb 21 20:19:59 +0000 2016				1456085999791	3.77	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/08be9e4ebe3d037d.json	United Kingdom	city	Polygon	-0.080028	51.48432	-0.080028	51.545341	0.009989	51.545341	0.009989	51.48432	Poplar, England	Poplar	701501643725082625	ca	14758	Oh, trista Espanya	382		Athens	N	427	_lben_		Point	0	0	1167	true	229411465	6
und	@NWPARS1 @adyogden @tonyfinegan @ScouseTommyD ⚽️💩😳	Sun Feb 21 20:34:17 +0000 2016				1456086857577	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/8ef32ff56ef11c22.json	United Kingdom	admin	Polygon	-6.365194	49.882531	-6.365194	55.811649	1.768926	55.811649	1.768926	49.882531	England, United Kingdom	England	701505241540329472	en	221		95			Gareth Billington	101	EvertonChef	Everton	Point	-93.702428	37.3425477	12	true	2757682369	1
pt	"#np Força suprema - Mo People"	Sun Feb 21 20:57:05 +0000 2016				1456088225292	8.04	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/8ef32ff56ef11c22.json	United Kingdom	admin	Polygon	-6.365194	49.882531	-6.365194	55.811649	1.768926	55.811649	1.768926	49.882531	Inglaterra, Reino Unido	Inglaterra	701510978152886272	pt	35537	better than your girl.	359	http://hennessyx.tumblr.com/	London	Érica	672	hennessyx_u	Glasgow	Point	-85.9119214	36.9958841	3455	true	2411423642	1
und	@ramontremosa i?? De què serveix això??? Simbolismes inútils i folklòrics. Hem passat aquesta etapa ja.	Sun Feb 21 21:04:44 +0000 2016				1456088684472	5.73	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/08be9e4ebe3d037d.json	United Kingdom	city	Polygon	-0.080028	51.48432	-0.080028	51.545341	0.009989	51.545341	0.009989	51.48432	Poplar, England	Poplar	701512904093343745	ca	14762	Oh, trista Espanya	382		Athens	N	427	_lben_		Point	0	0	1167	true	229411465	6
und	@ramontremosa Per cert, gràcies UE. Inútil des de fa anys i anys. https://t.co/f5f1oI73r5	Sun Feb 21 21:05:12 +0000 2016				1456088712245	3.9	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/08be9e4ebe3d037d.json	United Kingdom	city	Polygon	-0.080028	51.48432	-0.080028	51.545341	0.009989	51.545341	0.009989	51.48432	Poplar, England	Poplar	701513020581744640	ca	14763	Oh, trista Espanya	382		Athens	N	427	_lben_		Point	0	0	1167	true	229411465	6
und	@taylorregannx ❤️	Sun Feb 21 22:47:25 +0000 2016				1456094845244	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/01c7de39d50eab15.json	United Kingdom	city	Polygon	0.140821	51.500544	0.140821	51.62063	0.280358	51.62063	0.280358	51.500544	Romford, England	Romford	701538744244039684	en	3622	Cheeky	201		Pacific Time (US & Canada)	Adam Ollli	258	AddyOllie	M.U.F.C	Point	-92.4888536	44.869788	1684	true	2191412517	0
en	@taylorregannx yardddddddd	Sun Feb 21 23:00:48 +0000 2016				1456095648569	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/01c7de39d50eab15.json	United Kingdom	city	Polygon	0.140821	51.500544	0.140821	51.62063	0.280358	51.62063	0.280358	51.500544	Romford, England	Romford	701542113633247232	en	3623	Cheeky	201		Pacific Time (US & Canada)	Adam Ollli	258	AddyOllie	M.U.F.C	Point	-92.4888536	44.869788	1684	true	2191412517	0
und	@DemiAdediran 😂😂😂	Sun Feb 21 23:17:07 +0000 2016				1456096627232	0.01	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	GB	https://api.twitter.com/1.1/geo/id/5d838f7a011f4a2d.json	United Kingdom	admin	Polygon	-0.510365	51.286702	-0.510365	51.691824	0.334043	51.691824	0.334043	51.286702	London, England	London	701546218443423744	en	65779	I am Iddy. Eater of trifles. Finesser of clits. The 1 and only	5845		Pacific Time (US & Canada)	Papi Cocoa	9220	BigGucci_Idz	IG & Snapchat: iddyoh	Point	0	0	5701	true	2736994923	20
und	La manera d'arreglar el tema de la vaga: posar tots els trens sense conductor com els de la Línia 9. @TMB_Barcelona #vagaTMB	Mon Feb 22 07:41:32 +0000 2016				1456126892506	5.88	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/08be9e4ebe3d037d.json	United Kingdom	city	Polygon	-0.080028	51.48432	-0.080028	51.545341	0.009989	51.545341	0.009989	51.48432	Poplar, England	Poplar	701673160203182080	ca	14767	Oh, trista Espanya	382		Athens	N	427	_lben_		Point	0	0	1170	true	229411465	6
es	"Y Rajoy diría coses como ""esos páxaros de los que vusté me fala"""	Mon Feb 22 10:23:49 +0000 2016				1456136629473	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/01fac15539ff6509.json	United Kingdom	city	Polygon	-0.236912	51.088048	-0.236912	51.167405	-0.136753	51.167405	-0.136753	51.088048	Crawley, England	Crawley	701714000002859008	es	6246	Cuando la gocha nun quier maíz, igual da que-y arimes la panoya. Del Frente Folixariu.	866		Madrid	Robert McAstur	399	RobertMcAstur	"Xixón, Asturies "	Point	-5.6611195	43.5322015	1045	true	436788618	4
und	Ostres, cobrar 33.000 em sembla q no és motiu de queixa ara mateix. @TMB_Barcelona #vagametrobcn  https://t.co/g7de5XINAY	Mon Feb 22 10:46:45 +0000 2016				1456138005433	6.38	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/08be9e4ebe3d037d.json	United Kingdom	city	Polygon	-0.080028	51.48432	-0.080028	51.545341	0.009989	51.545341	0.009989	51.48432	Poplar, England	Poplar	701719771197345792	ca	14773	Oh, trista Espanya	382		Athens	N	427	_lben_		Point	0	0	1170	true	229411465	6
es	"#Evo amaneció con  un ojo morao de la paliza...."	Mon Feb 22 13:17:40 +0000 2016				1456147060903	2.56	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/8ef32ff56ef11c22.json	United Kingdom	admin	Polygon	-6.365194	49.882531	-6.365194	55.811649	1.768926	55.811649	1.768926	49.882531	Inglaterra, Reino Unido	Inglaterra	701757752591384576	es	206130	Lα vιтα Ә bзllα Màs dulce que el trapiche y la miel. Estado Civil: Ingobernable  Tipo sanguíneo: rebelde positivo  ★ ★ ★ ★ ★ ★ ★	4451		Pacific Time (US & Canada)	canarita☆.´ `. ღ ❣•*	6156	canarita_23	Narnia ღ ❣•*¨*•.¸¸(͡๏̯͡๏)¸¸.•*	Point	0	0	912	true	230295015	49
es	@llaraferreira GRITOOOO	Tue Feb 23 00:57:13 +0000 2016				1456189033045	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/5f73d127c7ccf9d9.json	United Kingdom	city	Polygon	-0.161749	51.294332	-0.161749	51.42353	-0.023517	51.42353	-0.023517	51.294332	Croydon, England	Croydon	701933796514512896	pt	55754	alô td bom	787	http://god-ness.tumblr.com	London	laura	1436	laur1tcha	London, England	Point	-0.1276473	51.5073219	32762	true	473457193	5
und	No fotis! Gràcies a tu per jugar amb nosaltres una estona, @RTorquemada Et vol tothom perque fas bons als altres. Ets el millor en lo teu.	Mon Feb 22 14:04:17 +0000 2016				1456149857362	8.11	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	GB	https://api.twitter.com/1.1/geo/id/42d0cf7d49d27c95.json	United Kingdom	city	Polygon	-0.508684	51.455116	-0.508684	51.619006	-0.376038	51.619006	-0.376038	51.455116	Hillingdon, England	Hillingdon	701769481790615552	es	4686		1620		Athens	Ramon Besa	42607	rbesac		Point	0	0	274	true	246492635	1057
es	@MaarkTOP lloro	Mon Feb 22 16:28:36 +0000 2016				1456158516443	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/7ef79c5ab17d518c.json	United Kingdom	city	Polygon	-0.292579	51.555179	-0.292579	51.66859	-0.12921	51.66859	-0.12921	51.555179	Barnet, England	Barnet	701805800608677888	es	1941	Forjador de pichichis.Si no me conoces es que eres nuevo,odiado e imitado todo se lo debo a mis queridos haters.A veces juego a clubes pro. @Ferrolhotspur_	156			Iago Cantona	291	IAGOCRACK_6	FIFA 16	Point	46.7097316	24.6797786	404	true	3544476735	0
und	@pina5399 Segur q la majoria d'afectats cobren molt menys dels que estan en vaga @TMB_Barcelona @aramateix	Mon Feb 22 16:43:25 +0000 2016				1456159405146	9.42	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/08be9e4ebe3d037d.json	United Kingdom	city	Polygon	-0.080028	51.48432	-0.080028	51.545341	0.009989	51.545341	0.009989	51.48432	Poplar, England	Poplar	701809528099250179	ca	14774	Oh, trista Espanya	382		Athens	N	425	_lben_		Point	0	0	1171	true	229411465	6
und	@josepruana @AmadeuBrugues per vosaltres qui és el millor troll de Catarunya?	Mon Feb 22 17:07:41 +0000 2016				1456160861743	6.06	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	GB	https://api.twitter.com/1.1/geo/id/56c45474148ca4da.json	United Kingdom	city	Polygon	-0.21607	51.509879	-0.21607	51.539792	-0.13016	51.539792	-0.13016	51.509879	Paddington, England	Paddington	701815637509849094	ca	9484	Primant fil since 1988	1101	http://instagram.com/arnauriwz	Paris	Arnau	548	arnauriwz	BarceLondon	Point	0	0	885	true	221483502	9
und	@BigArchRFC1690 @TRobinsonNewEra @QURANPROJECTorg	Mon Feb 22 17:10:36 +0000 2016				1456161036716	2.61	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/3eb2c704fe8a50cb.json	United Kingdom	city	Polygon	-0.112442	51.5068	-0.112442	51.522161	-0.073379	51.522161	-0.073379	51.5068	City of London, England	City of London	701816371399811072	en-gb	19345	Islam's wank! Twitter's fucked!	29			Islamorealist	812	JimmyChooo2	"UK North West. "	Point	-3.435973	55.378051	6021	true	2867085759	2
und	@AmadeuBrugues @arnauriwz @josepruana a clar! Però el @didaclopez t'empata.	Mon Feb 22 17:25:53 +0000 2016				1456161953087	2.74	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	GB	https://api.twitter.com/1.1/geo/id/56c45474148ca4da.json	United Kingdom	city	Polygon	-0.21607	51.509879	-0.21607	51.539792	-0.13016	51.539792	-0.13016	51.509879	Paddington, England	Paddington	701820214938361856	ca	9485	Primant fil since 1988	1101	http://instagram.com/arnauriwz	Paris	Arnau	549	arnauriwz	BarceLondon	Point	0	0	885	true	221483502	9
und	Tant que m'he arribat a queixar de la @univpompeufabra i com magradaria que el mode de fer i la pressió de la trimestralitat s'exportés	Mon Feb 22 18:10:59 +0000 2016				1456164659491	4.11	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/4393349f368f67a1.json	United Kingdom	city	Polygon	-0.15191	51.410792	-0.15191	51.509887	-0.078902	51.509887	-0.078902	51.410792	Lambeth, England	Lambeth	701831566419488768	en	5195	Postgrad student, TV addict and (new) Londoner	278	http://nuriaquero.com	Greenland	Núria Quero	199	NuriaQueroB	London, England	Point	-0.1276473	51.5073219	844	true	99333282	4
in	BARÇA OM READY	Mon Feb 22 18:15:56 +0000 2016				1456164956011	7.04	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/42d0cf7d49d27c95.json	United Kingdom	city	Polygon	-0.508684	51.455116	-0.508684	51.619006	-0.376038	51.619006	-0.376038	51.455116	Hillingdon, England	Hillingdon	701832810114453505	en-gb	5393		378			Jennö	190	NyallJenno		Point	0	0	539	true	1908489312	2
und	@LauraFreixas Aiiii... Revuelta, Revuelta... Com et pesa això 😉 Deus portar tota la vida ben acomplexada, Revuelta.	Mon Feb 22 18:55:08 +0000 2016				1456167308986	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/08be9e4ebe3d037d.json	United Kingdom	city	Polygon	-0.080028	51.48432	-0.080028	51.545341	0.009989	51.545341	0.009989	51.48432	Poplar, England	Poplar	701842679206957057	ca	14777	Oh, trista Espanya	382		Athens	N	426	_lben_		Point	0	0	1172	true	229411465	6
und	Començar a programar amb Swift. \nPrimera tasca: Calculadora RPN Científica. https://t.co/zox5WjLz5U	Wed Feb 17 16:35:21 +0000 2016				1455726921071	3.73	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/3eb2c704fe8a50cb.json	United Kingdom	city	Polygon	-0.112442	51.5068	-0.112442	51.522161	-0.073379	51.522161	-0.073379	51.5068	City of London, England	City of London	699995558413524992	en	5260	Postgrad student, TV addict and (new) Londoner	279	http://nuriaquero.com	Greenland	Núria Quero	204	NuriaQueroB	London, England	Point	-0.1276473	51.5073219	830	true	99333282	4
und	"#UKinEU"	Sat Feb 20 13:04:35 +0000 2016				1455973475118	0.01	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	GB	https://api.twitter.com/1.1/geo/id/7093398a4249d151.json	United Kingdom	city	Polygon	-0.351597	51.491866	-0.351597	51.537638	-0.243263	51.537638	-0.243263	51.491866	Ealing, England	Ealing	701029681039089664	pl	11		78			Barbara Nowakowska	0	BarbaraNowakow5		Point	0	0	6	true	3291910965	0
und	"#StrongerIn  #UKinEU"	Sat Feb 20 13:07:14 +0000 2016				1455973634810	0.01	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	GB	https://api.twitter.com/1.1/geo/id/457b4814b4240d87.json	United Kingdom	city	Polygon	-0.187894	51.483718	-0.187894	51.516466	-0.109978	51.516466	-0.109978	51.483718	London, England	London	701030350835818496	en	6556	Worker.  Bantam.  #bcafc  Lay Prospect Union rep. These views are my own.	965		London	Bob Moran	518	thedrbob	ÜT: 52.018057,-0.44728	Point	-109.9918514	40.2987525	1235	true	19413781	19
und	@sandraamixer #VoteBlackMagicUK #KCA	Sat Feb 20 13:16:04 +0000 2016				1455974164933	0.01	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/8ef32ff56ef11c22.json	United Kingdom	admin	Polygon	-6.365194	49.882531	-6.365194	55.811649	1.768926	55.811649	1.768926	49.882531	Inglaterra, Reino Unido	Inglaterra	701032574332735488	pt	9063	espero tudo de um mundo que ignorou Little Me	234		Pacific Time (US & Canada)	Sandra	229	sandraamixer		Point	0	0	587	true	3293445136	4
en	giroud x	Sat Feb 20 14:04:31 +0000 2016				1455977071528	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/7ef79c5ab17d518c.json	United Kingdom	city	Polygon	-0.292579	51.555179	-0.292579	51.66859	-0.12921	51.66859	-0.12921	51.555179	Barnet, England	Barnet	701044765475868673	en-GB	5611	Insta : adamsta_ sc : amustaa	304			ada	390	axmusta	n.ldn-afc	Point	0	0	1273	true	3699820755	2
und	@Bxllerin us v Barca	Sat Feb 20 14:06:45 +0000 2016				1455977205402	0.01	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/038247c1b5bb34c9.json	United Kingdom	city	Polygon	-0.033551	51.436221	-0.033551	51.506788	0.06353	51.506788	0.06353	51.436221	Greenwich, England	Greenwich	701045326984118272	en	66579	Arsenal Supporter obsessive with it. Football fanatic in general.Lover of Potatoes, Fried, mashed, boiled, chipped but prefer them roasted.	1987		Mid-Atlantic	Töre A G	1994	tag1403	London	Point	-0.1276473	51.5073219	1834	true	176171521	58
en	lmao giroud	Sat Feb 20 14:12:11 +0000 2016				1455977531631	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/5de8cffc145c486b.json	United Kingdom	city	Polygon	-0.213503	51.512805	-0.213503	51.572068	-0.105303	51.572068	-0.105303	51.512805	Camden Town, England	Camden Town	701046695287721984	en	34088	close but no cigar, dyone	297		London	Ishenanigans ☕️	382	IshaqKai	England	Point	-0.540240236617432	52.7954791	1657	true	730890524	11
und	@sandraamixer  #VoteBlackMagicUK #KCA	Sat Feb 20 14:18:01 +0000 2016				1455977881620	0.01	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/8ef32ff56ef11c22.json	United Kingdom	admin	Polygon	-6.365194	49.882531	-6.365194	55.811649	1.768926	55.811649	1.768926	49.882531	Inglaterra, Reino Unido	Inglaterra	701048163248033792	pt	9084	espero tudo de um mundo que ignorou Little Me	234		Pacific Time (US & Canada)	Sandra	229	sandraamixer		Point	0	0	587	true	3293445136	4
es	Visca el barca ❤️👊🏻	Sat Feb 20 14:59:09 +0000 2016				1455980349687	11.85	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/5524b796309058b5.json	United Kingdom	city	Polygon	-0.336055	51.527592	-0.336055	51.602799	-0.190226	51.602799	-0.190226	51.527592	Brent, England	Brent	701058515071279104	en	18604	18 | Barcelona all the way	50		Baghdad	Fatema Jawad	274	fatemafairooz	Bahrain | London	Point	-0.183707	51.4964072	823	true	1607968338	7
